Id,UID,Type,IdPlan,TurnOn,Hacked,Traffic
27031,239a8a4e-f57e-43c1-825e-530a44ee1828,J,12,False,True,10043019.92129269
2223,23a2a443-8997-4dd5-af8f-ea72144f5a5f,J,12,True,True,5213998.680657572
258541,23aa77c7-7f6a-4024-98f1-fa0852f1daf2,P,5,True,True,-682757.7738095238
34313,23bd843a-a09a-49d9-9700-49606bc44feb,J,12,True,True,3737057.132472611
183650,23c768c4-79ba-47a6-9299-2a7c9ddc687a,J,11,True,True,0.0
32718,23d84ad1-0626-42ef-b78d-b795702b1441,J,12,False,True,6224139.090425043
14394,23d84bc7-babf-4447-aa1b-29575bc9ed83,P,6,True,True,103281.13555375034
20048,23f87d4c-3423-46ed-af3a-be876365a36b,P,1,True,True,292616.95091077493
16121,24375c4f-b9bd-4a96-b2ef-3ffdd1d8fd3b,P,4,True,True,1076764.299957633
19959,24394d1d-cb37-4633-8588-f089de205c3b,P,1,True,True,264771.4759358289
14672,243d4905-377a-4f40-9861-1957d99ccb05,J,11,True,True,12619509.44527736
10290,2465d342-2fbf-4624-b214-36ba19785171,P,5,True,True,248246.5524747996
16110,24b82ea9-0760-4313-b74d-8d3a462284cd,P,5,True,True,54282.82274590164
16552,24b9eff9-58e6-4acc-a541-174e21c941a8,J,11,True,True,4449009.752897196
18381,24bbda60-4e31-4a9c-9fff-210debf1c5ff,P,0,True,True,368849.4487325449
36225,24bdb62c-601c-4d6b-b30d-85697931b41c,P,2,True,True,238696.070018755
16008,24c1d06f-b428-476f-9826-0d953828c910,P,3,True,True,583610.3949495815
19115,24c6095a-8568-44bb-a0b7-6344de7d7f45,P,5,True,True,674752.1064435147
10963,24f23931-0819-4681-9bb4-d238d3fdbdb7,P,1,True,True,224050.504160431
20809,25119e39-0e36-4723-b0ee-c963e5509ab0,P,7,True,True,213602.1682198611
6112,2556055b-c90d-4176-80bb-c40e18a3c71c,P,1,True,True,291899.2881192881
224315,2585cc45-452b-4d47-9c7c-935579b8d910,P,2,True,True,0.0
25074,2597348c-c610-47f2-841d-5af0d02fabcc,P,6,True,True,336979.9951702488
32496,25b6d630-d30e-4807-9b8b-491bec5ce998,P,7,True,True,199966.92522853348
11136,25c7f622-c068-4df4-9274-88b941fa7186,P,2,True,True,344776.47927910084
12958,260295e2-9198-4855-ba9e-8ec7d603406d,P,4,True,True,69081.41305330854
14336,260527e8-df87-481b-923d-af2b46c3357c,P,0,True,True,294321.24865970266
13707,260d0241-91f9-4cf5-b721-591ba4d4a2c4,P,6,True,True,605212.9242531918
8246,262d337a-81f7-46d3-bd20-6adb9e0b1062,P,5,True,True,113100.38142211262
20577,265f585f-1fdd-4c66-b099-31e105fe1779,J,10,True,True,8828912.560020741
19679,267f574a-798c-474a-9101-a37f66496969,P,5,True,True,310079.7291666667
23008,26a7f963-b246-4b8a-b7ad-ae0fb5a55bc3,J,12,True,True,7935428.182805858
21622,26b3c38e-2194-4844-830a-916911856acc,P,0,True,True,227291.06207035988
262543,26bfc3b9-0cfe-41e0-b135-035920e82527,P,7,True,True,0.0
11022,26d1b074-8735-45ae-b0ec-c23e19657745,P,3,True,True,165001.58757456872
18597,26e73755-0f31-44c6-9844-ba260be3621a,J,12,True,True,9116762.48618259
17472,26f1b57a-8f54-4b7b-8b32-0beef38d3bee,P,5,True,True,317956.24463927327
16520,26f712b1-98a4-4727-84cd-379fad046acf,P,6,True,True,22726.3736726919
27072,27358c6a-4883-4d10-bcec-c6b52e05f0b9,P,1,True,True,1108121.0062348042
11148,275238e4-f23b-4354-9022-769617b21a3a,P,6,True,True,322991.58347540983
18241,27596c1c-090e-4818-9c38-ed1848dc8d9e,P,4,True,True,638841.6761133603
33274,2773b06d-1fe1-4a12-9ae6-f0158f6e40a5,P,5,True,True,95875.04036446469
23714,27aca2b8-29bd-441f-90a9-203e83c794bc,P,2,True,True,944198.0268886044
23945,27ba26fd-b27c-4582-8773-40ebb7531236,P,5,True,True,384382.5877923394
22023,27c6385b-9dde-4320-9b2d-84cc75b0fd83,P,1,True,True,190173.7408616188
13399,27cae74a-190c-4bfc-80bc-020252e1d099,P,7,True,True,195914.3528002396
20002,27ce5373-c7b8-4856-8a25-aad605f6f632,P,2,True,True,181552.31827956988
22948,27d5d038-a3b4-43b4-8408-67e077167c3a,P,3,True,True,101793.04382809176
2993,27dcd056-df9d-41d6-aa22-2f9e092e8cf4,P,4,True,True,929764.7010198605
9280,27fc60db-3727-40fc-9c52-effad1051948,P,6,True,True,678997.6413871029
18811,286880dd-cb36-403a-891e-5f1362ab26df,P,0,True,True,430184.0210623827
24509,2869fbe2-7536-4ae1-b910-f805e05c3113,P,2,True,True,281534.0197583863
21785,286b77f7-ec55-4733-b06d-364107d50ebc,P,4,True,True,820326.850979279
155939,28716ce1-2816-4473-b424-d1975560737f,P,0,True,True,0.0
18638,28833e90-aabd-4c40-add4-46b35489dd4d,P,1,True,True,463814.4998095238
4203,2884f32a-7fa1-4f99-bc76-fb50e282ac51,P,2,True,True,182316.14605203105
34421,28b6b137-7366-4b12-b2eb-59e6d0795de4,J,12,True,True,9020341.70648696
14198,28c26b7d-f2bf-4d51-b863-50e21379c9f6,P,0,True,True,1024215.6610664718
25535,28c9214c-d1fe-4284-b160-748300cd5254,P,4,True,True,517352.33610738255
18070,292763dc-3db0-47be-94c6-8fe3b2e7f480,P,2,True,True,295162.79093246086
21217,29494bc3-d038-4e63-9f17-75340fc01ee5,P,1,True,True,39138.35288507392
24005,2975f156-d76b-472e-a3ce-66d37a2df426,P,0,True,True,71042.4359982525
13809,29b8a9c7-fbd4-476e-96d3-3c1ec85266da,J,10,True,True,4321532.582278481
17909,29da3d0c-36ea-414a-a5a5-c2b557957996,P,2,True,True,241880.815606131
27141,29e6508f-7031-40ec-a679-732b3c07ed47,P,4,True,True,1320570.583848513
22169,29f1e641-52ee-42fb-8600-b29852bee72f,J,10,True,True,8247039.817610063
12820,2a5d874b-0d7a-4731-b9ac-619f0b9628d2,P,7,True,True,66002.9990036268
16399,2a8ac774-e542-42a0-b7dd-8dd618bff895,P,5,True,True,598225.2375729701
3535,2a8de294-fa7d-4804-9af1-ec1f7162543a,P,1,True,True,554919.2002842592
26460,2a98e0b2-9c9c-47a3-bf64-dffa4566bda9,P,1,True,True,254277.20365367297
18016,2a9d7f4c-424d-4ec0-91a8-116695e0b87b,J,11,True,True,13009805.306544336
21971,2aa3081e-11ed-45a5-b08a-f251bfc2e93b,P,2,True,True,420732.1799455681
15242,2ad392ed-6051-4c2b-a68a-a85323fe4b34,P,1,True,True,276469.83573781664
28917,2b02c554-e528-451b-beea-0024e9630233,P,6,True,True,118935.28769808856
24296,2b1abef8-ca42-43fc-b63a-6664c0b53803,J,10,True,True,3454366.747415816
25477,2b614a72-2556-40b3-9570-7422582e01d8,P,4,True,True,37510.0509356972
25603,2b879c7f-4d63-4688-a6cf-d2e0a709e6f1,P,1,True,True,282797.4615494691
102373,2b94042c-6b46-4c4e-b274-0c86c096a1eb,P,0,True,True,0.0
20012,2ba13d40-bacd-419c-a898-f268ab944432,P,1,True,True,610624.8383513592
25921,2ba3207d-8ca3-4561-ae90-12537c48b873,P,0,True,True,209699.70359088512
14903,2bb772b5-ae02-407d-b6a7-4cdcaab01fc4,P,0,True,True,63004.96458020528
26994,2bbfc2ef-338c-4432-b259-3d3a5610ae59,P,7,True,True,681002.276749294
19351,2bd5b164-c885-4e24-9d0a-697ed49c2328,J,10,True,True,8193895.551091703
15948,2c583a95-aad6-4a02-957d-6118c913d55d,P,4,True,True,514475.1445802924
19363,2c662103-9e5f-4791-a137-71a88475e871,P,3,True,True,166077.93698175787
18842,2c79f064-43f7-4b30-ba2a-454cbd2fac0a,P,0,True,True,387960.6435845214
26364,2c8e37ef-2543-4732-aeff-991b2a4e1fdf,P,6,True,True,778903.2034187235
17890,2caf9e55-03f5-4936-841c-070304399add,P,6,True,True,890825.3102309162
11932,2cc24d4b-6398-4c65-82de-f730690444b6,P,2,True,True,567416.9345271405
25101,2d1e5216-bf4d-47ab-ab3f-8eea412b14ba,P,3,True,True,300542.9780656242
16117,2d355d79-b289-4239-92f9-f52058a6054b,P,5,True,True,575651.1756197206
18496,2d38bedc-cb18-4c0c-8fe5-a63b3a1f1943,J,12,True,True,12996652.38904627
22150,2d44a1d0-8aac-490a-80bd-5dc0032dfede,P,5,True,True,96959.53253574554
27446,2d4cf46b-7e96-42d0-98d0-d550492de25d,P,6,True,True,455298.858490566
23163,2d8f2e1a-5523-456a-a70a-b869dfc6c16a,P,4,True,True,834665.8704584662
23787,2d93b874-4e1e-4336-8437-ce9976407621,P,0,True,True,813569.1341869092
14211,2d94a591-7141-4a3b-90f2-0ea203eb6f37,P,2,True,True,649539.7456754056
18906,2dc764a3-0c63-4244-ab78-13c694313e47,P,2,True,True,253655.5372407713
23697,2e0a4f89-f9dc-4127-9d96-e134ba5481e2,P,7,True,True,619485.464800432
13072,2e3f3e49-555b-444d-bda7-3aa1da6718b5,P,4,True,True,197764.8940556314
13588,2e51ebb4-9db8-410c-8b76-a23ad5596469,P,7,True,True,373174.5122991145
22631,2e722360-62b0-49f8-bc06-228a3f3c3ae0,P,7,True,True,549006.6844056706
14801,2eaa235c-ad63-46f5-bb59-ac42f46b701d,P,4,True,True,325263.0146101797
17996,2eb791d4-effb-47fb-ae35-d7280950714c,P,3,True,True,418152.6292017151
18881,2ec3274a-d467-45d0-8d26-fa0bcb088d18,P,0,True,True,441438.2096588923
25566,2ecbbc8c-fd5c-4bcc-b1d9-ba8837896b16,P,2,True,True,1092132.623501199
19711,2ed46236-3320-4817-976c-8265620f3a3a,P,3,True,True,404048.41792382376
7855,2ede58de-fbdd-4e62-9021-9e3ff7c80999,P,7,True,True,150328.5694928568
9130,2eef1f2b-21bd-4e97-9d2f-6beb3e031ec4,P,4,True,True,816827.7038984733
23161,2eef8bf8-db7d-407f-89e0-454ced8e5f27,J,10,True,True,4245484.638499791
266403,2ef12447-3a1f-4fba-9fd1-efb7b3d0a6fb,J,12,True,True,11173836.857142856
37042,2eff80b0-0f5b-4de8-8127-f0425e496e98,P,5,True,True,842959.8085839307
19264,2f2f9200-4e35-4e00-aebd-83bad34b71e1,P,5,True,True,101661.74014485005
17524,2ff0578a-3c37-4c38-b631-c9009e87ac28,P,5,True,True,286036.3410013532
7391,2ff26585-4182-420c-b733-c5347256e757,P,4,True,True,764005.392982796
23136,2ff81bd8-f9d1-47ac-aa0f-c523842ad093,P,6,True,True,452211.5600489197
30591,2ffe48ef-e75e-4ceb-9176-7ee4da490f79,P,2,True,True,40111.99352226721
23103,301ef45f-ce6c-48bf-9df2-24b9a25a4397,P,1,True,True,51580.896898162784
17874,30432712-9af7-4160-9fd2-6eb7ca9fec18,P,1,True,True,546206.8270922856
16127,304ceeb8-f654-430d-82d3-6abf727cb632,P,1,True,True,846702.2063791662
9245,304ed6b4-6f05-4f42-b5c9-710e72f3d370,P,0,True,True,287121.5944099703
6258,306572f7-05cd-4222-b429-a5447e2ac717,P,4,True,True,52675.24835872662
23442,309e2eba-2b5f-4e2b-afeb-323583d59039,P,7,True,True,483453.5687521604
26944,30a74717-e5fe-4ea1-8ee9-b0f88d7c42d7,P,4,True,True,354888.777690157
24390,30ba3c46-6459-407b-ad69-94e23ba54698,P,1,True,True,480323.9750702247
6217,30bfcec5-3ff4-45e9-ae2a-dfd242166ba1,J,10,True,True,4459870.314049587
17168,30e76d20-d296-4cea-80bd-d04ed9f2ec9c,P,6,True,True,78962.68982151471
11452,30f6a3d2-0c09-47d5-922e-8b553ca5e28d,P,2,True,True,82731.83411150782
34579,30fd5ab5-ab7c-48ff-b3a8-c9e4a9e2a586,P,3,True,True,178628.9094908611
10907,31039253-06ba-469d-aa37-5670a6f8b177,P,7,True,True,872741.4960147149
18253,312163d4-c014-4bd1-8afe-eea0ca0cf220,P,3,True,True,137689.60027138577
11398,317281ee-3a3a-46a4-b6bf-65d8cbcabf45,P,4,True,True,1474832.1950034697
20451,31bd4586-3eb8-49a4-bedc-e3f4872eee01,J,10,True,True,9696189.488810366
21441,31c8ba32-1503-41e3-ae43-69f392afe838,P,6,True,True,292268.2295877122
19812,31fc8b1b-fcff-46cc-bb3a-5ae1a41e540c,J,12,True,True,5401806.278179938
10890,31fdd019-70a4-4535-b115-dd5459d232c8,P,2,True,True,182044.2010359793
30623,32195b7f-eeb5-4e5a-9372-b00a018badbc,P,2,True,True,462752.1304290078
19762,32371943-2c4e-4afd-8116-f89c7fcfa759,P,4,True,True,252083.09980672595
8321,32659c20-a154-48c1-9bd7-f8170fef9cab,P,7,True,True,774881.1116746829
25513,3288d7ea-731d-4108-837a-15fa79a7c2e8,P,4,True,True,38950.9066862601
22087,32b741fa-75c7-40c1-83fa-72aa63c9cc79,P,1,True,True,869424.8888451701
19337,3316c536-5dcb-49e0-9d97-f269d13a4d2c,P,7,True,True,99213.30919913748
14474,3339e813-d03c-4e62-a611-f7d4e18a906e,P,4,True,True,509847.0751362276
8679,333a3c78-331a-432c-abd5-7bbe75a253fd,J,11,True,True,6926808.612972508
30183,3374a77a-a7c8-4e28-ac36-0da25a87ca07,P,4,True,True,166331.72144295656
12773,3398e53d-c2c5-4c40-b652-79dda0260e2c,P,6,True,True,339544.78805636946
21877,339f90d2-1a0a-4a08-b6de-5bc5566e70d4,P,7,True,True,148932.40783640783
20652,33d4b732-63ca-448d-be48-287f42f958b8,P,0,True,True,51391.62956162497
11447,33d61f86-0d61-4943-a547-c51254dbd51a,P,5,True,True,498313.1419627485
26147,34b4c09a-8e84-4193-89c6-ff7d21d76653,P,5,True,True,653064.0546261523
25417,34b87125-dd69-4c6e-b0e3-773d4b74f764,P,6,True,True,614042.0506346738
213911,34bca408-c3af-44a6-9f69-16b6a24884f9,P,3,True,True,-587934.9454545454
14706,34cab460-7b74-4d10-ab6f-862d4d2cec60,P,7,True,True,819924.2689028651
19812,34f11dc8-187c-46bd-a506-87a337065b01,P,4,True,True,491462.3139988696
10777,3529a3d7-2e9a-4ba0-9a98-6f2610b60990,P,0,True,True,442333.48619957536
21185,35388a23-5523-4257-a63b-283c42bfa0bf,J,11,True,True,6681854.679185465
18059,35393bbe-362b-4133-a5a4-5e3dbe845634,P,7,True,True,527515.9375320297
16527,3543e439-15a6-43e5-b9c9-bcc93ac8d2c5,J,10,True,True,6035636.811104942
21354,355072bd-a07e-4396-9334-9ba8da5ca15d,P,0,True,True,302.63069566001985
24831,355a315d-e8dd-4829-92df-6d9290e6d047,P,4,True,True,123788.96260554883
23420,355cd3ce-5ff3-4c57-a712-8fa8881b7555,P,3,True,True,384749.9627565584
14142,3560b105-3d8d-4c49-8027-567a60740d8c,P,4,True,True,329648.0272755219
10110,3583d49b-7911-4474-9b0c-727390916b88,P,3,True,True,418826.7523197716
25825,35afd0ed-17fe-4423-9a46-0469ba1d011a,P,4,True,True,475192.0949650963
4213,35c68c7a-edba-4043-8d0b-005ff4d233c5,J,11,True,True,4529615.686844229
25268,35d529e1-8071-495c-b703-e61d29745ef8,P,3,True,True,876771.4546644845
15093,35f143d2-e5e7-42c5-a2e4-f1974bc0aff7,P,1,True,True,527698.4883040936
18672,3601c277-5da8-49d5-a4be-104e1d20c2c1,P,3,True,True,938261.772761308
25999,361a2942-6ba3-4e66-a4cf-b8b50e161023,P,0,True,True,385807.1259690481
17917,3625d107-1f10-43df-a5d1-b0a7ca050673,P,7,True,True,989572.1438283728
18150,364fbd8a-270c-4087-b454-74365370ddac,P,0,True,True,72362.54711587794
23387,367ee77f-3b42-4c14-84f4-451e6296b7b4,P,5,True,True,67592.81393217231
15034,368a394e-4741-48a4-b7e7-f4c1d03d4e32,J,12,True,True,2146244.482904341
13581,3697f92d-4855-4cfc-983c-b872c295689a,P,4,True,True,34496.60269214069
20240,369b3bfa-607a-4051-ab45-62fd0bf88586,P,5,True,True,213441.86974803827
154761,369c0f6c-fc4e-48d6-bda3-811ca10a181f,P,6,True,True,0.0
114568,36c14c56-538c-4aba-9dd1-167a70ee9f0d,J,12,True,True,7980772.143884892
9500,36d332de-cab9-46e4-8b21-13e2530cd5a4,P,1,True,True,119855.98998102469
310038,36e0bd71-db5a-4e5d-b786-e7bb4cc4af23,P,1,True,True,0.0
20645,36e2e515-e4db-41bd-b8b8-69705b18369d,J,11,True,True,10928349.256493008
9526,36f00254-43bd-421c-9b1f-68a394488f92,P,7,True,True,811952.7361904073
35831,371bfa72-c6c3-48cf-8932-c0f15ed1fa42,P,3,True,True,251954.6071698953
21184,373fc48a-f584-42c9-8bb8-b58bd133f1eb,P,2,True,True,787485.2558632168
20953,3768aed8-c4d4-4c62-a803-ad8bbf49a2cf,P,4,True,True,847267.0752483801
15122,376f6c68-aafd-4a8b-ab89-b5f5c39ca880,P,2,True,True,508927.3063340439
34629,37c4d988-e131-4ec2-a698-552edd2ee3f1,P,2,True,True,84246.78438211214
24041,3804732d-27e1-49d9-89a2-cd21d74e9ef4,P,3,True,True,302677.9048046297
17251,382ed6fd-d18e-4981-ae05-0dfa17751cfe,P,6,True,True,1233337.0740740742
18793,38a9846d-7f21-4ae2-ac22-095ebd86501c,P,6,True,True,128989.43633156968
15155,38c8fe88-cdfd-49fe-947d-cb496f1d15f8,J,11,True,True,3646695.213840698
14389,3908a237-de01-468d-9e03-8e4caacd6ec4,P,7,True,True,112379.38442367602
316281,39092042-0b88-4b8b-bb1e-bbd9836570fc,J,11,True,True,2106623.147554806
23226,390a9342-8333-4737-ab0e-d418e554661f,P,5,True,True,293109.39079396136
15459,390ea41d-222d-44da-af31-7ac7591b3cbe,P,3,True,True,743293.977286312
11680,390ebb45-0dc8-41b3-a20b-6b73882a8c1a,P,0,True,True,414208.41106719367
19398,395f977c-4187-4276-aa03-ea187c281c2b,P,5,True,True,509584.2208835341
6867,39bcdc72-ddb4-4395-800a-fcc0b74163bd,P,4,True,True,241780.5593919221
23396,39c8ae47-b3bd-4d57-84e2-ba9b6340fcf8,P,1,True,True,260661.80431177447
11756,39cf8cc9-8a2d-46d2-917d-556befd7a240,J,12,True,True,9022037.031046445
26006,39d6d733-ab19-4de2-a6f9-45aa6753e1d5,P,7,True,True,1440537.438978969
23541,39df6f33-332a-4ed3-a570-51e7dbd90a8a,P,3,True,True,248969.53808337485
16710,39f678cd-75c7-4657-bb0a-46787a95c260,P,7,True,True,140724.27978478093
17828,39fa2bfe-d198-4cb1-a173-a59900dea9ad,P,0,True,True,335576.441774165
18074,3a2dea07-038c-4f28-b4df-28f0fd7de2ac,P,7,True,True,297644.1557746561
19609,3a6a56ec-46e3-4bd6-8bc3-c207607f0915,P,6,True,True,860679.5864123957
5125,3a79a74b-b464-4488-a998-fcc81700f048,P,7,True,True,161638.3981656635
22825,3a8a6d42-834a-4bbb-bfb5-d0b83c80287e,P,1,True,True,12597.911447352102
22113,3aaf5850-622c-4d9d-aaba-01e839b48296,P,5,True,True,282786.9608107777
14306,3b191948-2072-4084-a8ea-e7503a96256d,P,2,True,True,306388.02328135294
23464,3b9379ff-0e92-4658-8c02-ab4d81767c99,P,2,True,True,122507.31915680472
30580,3bda9229-7bf5-42b9-bc54-033717e41e66,P,1,True,True,274502.0681818182
18449,3be10d82-70ba-4ea1-997e-ff3915553773,P,4,True,True,396896.4536905101
18152,3c955853-b36c-42f4-aa97-0597f25ec873,P,6,True,True,474575.5401272917
22988,3d20c364-a2c4-435a-8225-b9b61e170d35,P,0,True,True,566775.7680272289
17190,3d26c0c3-273f-46ce-98bc-b85fcf3401d5,P,5,True,True,405281.3865998224
34848,3d562608-aefa-4c26-9642-7e1075f9e70a,P,1,True,True,42276.412821416
16580,3d6fcd18-5b5a-4f7e-a2ff-3e0f63e59aaa,P,2,True,True,814811.7030151893
15359,3dc5ddf8-ae47-4382-970b-f3ef14066edc,J,12,False,True,8356105.9221569905
21523,3dd7db13-761c-4d2b-a0fe-58d3766538a4,P,7,True,True,786667.6777787603
53986,3de1ac8f-561c-4e0d-ae30-e9a94cb3f328,J,11,True,True,0.0
25725,3deb896f-7b39-4591-8297-1dcdd389ee84,P,4,True,True,325679.917990774
10514,3e285aca-7661-46d9-83b8-315101bfa6e6,P,0,True,True,500107.2022315202
17356,3e54b351-3857-429d-b79b-01344d6dfe76,P,3,True,True,59402.62685781928
32181,3e679419-a0ac-4499-9522-9e60266fc489,P,3,True,True,44955.58395398994
20852,3e68637b-84b6-4399-b23f-8f9dc79c9a96,J,11,True,True,8437502.151329244
15966,3e745083-9951-4ee8-8a43-b3dba793f67d,P,0,True,True,332298.5138741792
15444,3eb15614-c4c9-494b-b045-5ba5d5f24c9f,P,6,True,True,319272.6884653962
14682,3edf02ea-9a75-486a-8394-af7711134106,P,6,True,True,186094.50642773663
22889,3f6fbaf3-ec2e-4fcd-b8e6-fe8f9ab77b62,P,7,True,True,281030.07893892395
22769,3fac27f7-eb2f-43ec-a249-1a00986f728d,P,0,True,True,1033897.8594851756
18364,3ff44c0c-c108-42c8-a494-43cf8032598c,P,7,True,True,190562.6852367688
18205,40075141-f648-44b4-8ff7-3e7ce3853290,P,0,True,True,8005.097026133974
271566,40277221-efc0-4b80-84d9-0182e3d00fbc,J,12,False,True,672579.1945794668
17287,40521576-f588-43a8-bf17-2368742ff5e1,P,5,True,True,109354.4126068596
20492,40590cdb-5cbb-4ab4-aec2-ca4a87477ff0,J,12,True,True,3821175.033031016
24633,405b6d31-a79e-4248-b53b-19ea444d4da2,P,7,True,True,715786.6778817269
11917,40623fea-2b90-43d4-8fe5-5e77d1fc974e,P,7,True,True,46398.061711832575
18333,40890412-5d34-44b0-b72c-ac28d6aaf3cd,P,4,True,True,282967.7926079912
17763,40a955ec-e869-4176-b698-ca427589ef07,P,3,True,True,369271.2289156627
13427,40af3ad9-5fe2-4b8f-8d71-a0550410a64e,P,6,True,True,63319.49827098397
16028,410e5da9-bfe9-42ed-8a3e-81de84116ed9,P,3,True,True,127246.33937397036
21964,410e753d-fff9-4eb3-9b7c-81c177d125b3,P,1,True,True,597146.2722573234
19081,411a18bc-6d79-476a-983f-fc720fe4e4c7,P,5,True,True,70212.76278043399
16526,412d2321-d0ad-479c-981d-f7475f5584fe,P,5,True,True,230639.0947567312
16092,41c69051-45b9-42fe-b00a-80751d233dbc,P,5,True,True,716486.9472509071
18997,41ff8390-1bf2-4366-b4f8-b8b4ad5be993,J,12,True,True,7951537.304870611
17662,4221a9ff-2049-4a8c-9556-6adba447815a,P,7,True,True,411797.9082762256
318307,426b8368-6034-4b60-9989-5b4ce6694826,J,10,True,True,1888084.6499139413
19139,428768b7-e4fd-46f6-911d-c075f3393377,P,2,True,True,870558.2204657728
92931,42cab35f-54cc-41b7-813d-c9328f861d73,J,12,False,True,4774023.365803109
35304,42e3b250-15c4-473e-b6a8-3f7584859302,J,11,True,True,4069280.696439946
15382,432e9196-e8fa-42e4-a2e0-dcb80e47a2f5,P,6,True,True,432421.1078921079
15537,438de99c-1641-4359-bbe8-e02ad4ac2d5c,P,3,True,True,1159385.71407767
13345,43b59cc1-e1f0-4c8c-b483-86764ccf8770,P,1,True,True,1592215.2831541218
241357,441abae4-5285-4f7e-b336-d6b920522b5f,J,11,True,True,8961676.06932409
15675,443dafd4-ae81-42f6-b01e-3dbc7ea597f5,P,4,True,True,271039.6210914578
37543,4447972f-fe18-49b3-9532-87cf0cc45041,P,4,True,True,169204.59523809524
16361,4478ed53-4829-42c5-a506-b2f8df201bf3,P,2,True,True,296109.94236785773
20208,447a451b-c2e9-4da7-8637-974b7fbf83ef,P,7,True,True,283321.6325632563
21960,447cf0ff-9d18-423a-a30b-2a1d475b2b67,J,11,True,True,11749930.701460997
16850,4482e5e6-1d0f-4eb1-9a5f-0539a5683fc8,P,3,True,True,333654.9058208435
11237,449bd986-7da0-476c-bf7b-5b4ce6f3fb37,P,3,True,True,253764.2408582653
17113,44a9d55e-e383-4119-971f-7665aec3545b,J,10,True,True,5055285.850626566
4411,44b4b91a-6b9c-493d-a76b-86666f3c2a8f,P,2,True,True,115964.71860636667
14607,44d36347-1e93-41e0-9ab7-696bf8bc695b,J,10,True,True,14595094.776966607
302262,44db3abf-9b93-4381-b1cb-794750477dd6,J,12,True,True,0.0
4426,44e0d190-8d70-4583-aa91-4da7899913ba,P,4,True,True,139298.86536240508
21300,454ed012-245f-4959-bd01-29ff97b406df,J,11,True,True,5588994.579537954
28580,45517b0f-2695-46ad-95cb-43097651bcbf,P,2,True,True,559072.8903252282
9340,455f7d40-ef55-41c9-adf7-4d80ca5c5544,P,2,True,True,1302518.731328807
19141,4561fc04-5c1d-4ee2-b1e5-c1db903bfde0,P,6,True,True,49822.24203263607
25679,459851b1-77cd-4d17-8f0d-93dcb4bf46ae,P,3,True,True,1357754.222371515
211949,45db39dc-7c15-44e8-aa1a-6a64567fc341,J,10,True,True,5847536.775808133
16308,45fd3053-f039-4428-80ee-614fe3495bb2,P,1,True,True,1273198.4205005246
21448,4600bf09-88df-42ac-b4cd-8f14283e6594,P,6,True,True,285859.0168921907
16858,46192012-5ead-4f8f-b6ab-be1750cec8e9,P,3,True,True,449671.994160584
12040,461dffcf-da85-42c2-ba93-602dede6e203,P,0,True,True,397662.0527470476
323136,46282da2-e339-4931-adce-531d2d6b08b8,J,10,True,True,0.0
9188,46358d5d-df69-453e-a6d4-6c3429a5b7c7,J,10,True,True,9821821.88246088
15886,4647d81f-b8fa-4637-bc55-e0bd9fafb136,P,7,True,True,344585.8126511528
12022,465d7e30-68df-404b-8460-545b8e4eefad,P,7,True,True,63248.474217145325
13063,46628440-3c0c-45b5-8523-178cab24792b,P,2,True,True,501912.1121134021
35750,466a0ac0-d9d2-40d3-bfc3-6f381190272c,P,1,True,True,607081.069470522
12312,46940137-cd7b-46da-8e9f-d8fb2bf564a3,P,2,True,True,522443.0984157465
26313,46b5abed-8e28-4aa0-ab4b-8bf9576ccb17,P,7,True,True,625588.3450342466
22464,4742355b-82f5-4343-9197-af76f15cb13e,P,5,True,True,40032.58096415328
21848,474f7cc6-1c7c-444c-a026-f7a144e3bd83,P,0,True,True,1000274.8535031847
15178,475295fe-7628-4535-8215-9549b7ff8836,P,3,True,True,416660.4773969863
13617,477d2199-e0b1-4e44-ab1c-0202a16c7cfa,P,0,True,True,88298.40163174485
9978,478ec6a9-7d8c-45bc-83fa-ca3395d3cd45,J,12,True,True,13330485.975261018
10458,47bbe085-97c8-48b8-b911-dcc29fd33812,P,4,True,True,249287.4887913104
14406,47c2b941-7a15-4097-be1d-2214e0aed1dd,P,1,True,True,262483.685929256
37436,47dd0618-aa8d-4653-ad83-036cbd8c8355,P,7,True,True,113215.68975881534
76217,480cb59f-8d3d-4a6c-99a5-57ed1b8f2471,P,6,True,True,70714.0964360587
11235,48476a19-2f40-4f6b-9e12-4a7dfbdf0303,P,0,True,True,287296.0936032112
9893,4878c6ef-48ee-431c-b31a-7d619cbbf77b,P,5,True,True,753076.1641987978
183734,4892f0bb-821f-45f8-93ee-7d325e40ee34,P,7,True,True,0.0
183808,48de55a3-51ff-4cc2-884e-79b44a76a8d3,P,5,True,True,-598248.1546961326
23892,48f3f370-d889-4849-8c44-2b685b462887,P,5,True,True,426470.9312050547
20017,493f7c50-80c2-494b-bf4b-db4e5ebede3c,P,1,True,True,724342.7191133064
8761,49402eca-ccfd-45bf-baa8-04a8c0d2432e,P,6,True,True,399677.0585021914
24920,4946a9b4-8517-4c8c-b23f-59a84c2a9d4c,P,0,True,True,1499812.396880882
9509,4947fd17-82c4-49f6-b62e-f89312cd086a,P,4,True,True,1072335.966375687
17209,4952b4e9-29b1-4773-8a8b-30921808412b,J,11,True,True,3176276.7585651795
12849,49816332-3b49-4431-93e4-a12b113809e0,P,0,True,True,358697.5864759428
195582,49876207-2953-46dc-830f-cae05ea4cc60,P,7,True,True,0.0
